Date,Time,Daily_new,Cumulative,Cum_male,Cum_female,Days
2021年11月5日,24时,0,587,-,-,658
2021年11月6日,24时,0,587,-,-,659
2021年11月7日,24时,0,587,-,-,660
2021年11月8日,24时,0,587,-,-,661
2021年11月9日,24时,0,587,-,-,662
2021年11月10日,24时,0,587,-,-,663
2021年11月11日,24时,1,588,-,-,664
2021年11月12日,24时,0,588,-,-,665
2021年11月13日,24时,0,588,-,-,666
2021年11月14日,24时,0,588,-,-,667
2021年11月15日,24时,0,588,-,-,668
2021年11月16日,24时,0,588,-,-,669
2021年11月17日,24时,1,589,-,-,670
2021年11月18日,24时,1,590,-,-,671
2021年11月19日,24时,0,590,-,-,672
2021年11月20日,24时,0,590,-,-,673
2021年11月21日,24时,0,590,-,-,674
2021年11月22日,24时,0,590,-,-,675
2021年11月23日,24时,0,590,-,-,676
2021年11月24日,24时,2,592,-,-,677
2021年11月25日,24时,0,592,-,-,678
2021年11月26日,24时,0,592,-,-,679
2021年11月27日,24时,0,592,-,-,680
2021年11月28日,24时,0,592,-,-,681
2021年11月29日,24时,0,592,-,-,682
2021年11月30日,24时,1,593,-,-,683
2021年12月1日,24时,1,594,-,-,684
2021年12月2日,24时,0,594,-,-,685
2021年12月3日,24时,0,594,-,-,686
2021年12月4日,24时,0,594,-,-,687
2021年12月5日,24时,0,594,-,-,688
2021年12月6日,24时,0,594,-,-,689
2021年12月7日,24时,0,594,-,-,690
2021年12月8日,24时,0,594,-,-,691
2021年12月9日,24时,0,594,-,-,692
2021年12月10日,24时,0,594,-,-,693
2021年12月11日,24时,0,594,-,-,694
2021年12月12日,24时,0,594,-,-,695
2021年12月13日,24时,0,594,-,-,696
2021年12月14日,24时,0,594,-,-,697
2021年12月15日,24时,0,594,-,-,698
2021年12月16日,24时,1,595,-,-,699
2021年12月17日,24时,2,597,-,-,700
2021年12月18日,24时,1,598,-,-,701
2021年12月19日,24时,0,598,-,-,702
2021年12月20日,24时,0,598,-,-,703
2021年12月21日,24时,0,598,-,-,704
2021年12月22日,24时,1,599,-,-,705
2021年12月23日,24时,0,599,-,-,706
2021年12月24日,24时,5,604,-,-,707
2021年12月25日,24时,0,604,-,-,708
2021年12月26日,24时,0,604,-,-,709
2021年12月27日,24时,0,604,-,-,710
2021年12月28日,24时,0,604,-,-,711
2021年12月29日,24时,0,604,-,-,712
2021年12月30日,24时,1,605,-,-,713
2021年12月31日,24时,5,610,-,-,714
2022年1月1日,24时,1,611,-,-,715
2022年1月2日,24时,0,611,-,-,716
2022年1月3日,24时,4,615,-,-,717
2022年1月4日,24时,1,616,-,-,718
2022年1月5日,24时,1,617,-,-,719
2022年1月6日,24时,0,617,-,-,720
2022年1月7日,24时,2,619,-,-,721
2022年1月8日,24时,2,621,-,-,722
2022年1月9日,24时,2,623,-,-,723
2022年1月10日,24时,0,623,-,-,724
2022年1月11日,24时,7,630,-,-,725
2022年1月12日,24时,2,632,-,-,726
2022年1月13日,24时,1,633,-,-,727
2022年1月14日,24时,3,636,-,-,728
2022年1月15日,24时,0,636,-,-,729
2022年1月16日,24时,2,638,-,-,730
2022年1月17日,24时,1,639,-,-,731
2022年1月18日,24时,1,640,-,-,732
2022年1月19日,24时,0,640,-,-,733
2022年1月20日,24时,3,643,-,-,734
2022年1月21日,24时,0,643,-,-,735
2022年1月22日,24时,1,644,-,-,736
2022年1月23日,24时,0,644,-,-,737
2022年1月24日,24时,1,645,-,-,738
2022年1月25日,24时,0,645,-,-,739
2022年1月26日,24时,1,646,-,-,740
2022年1月27日,24时,0,646,-,-,741
2022年1月28日,24时,1,648,-,-,742
2022年1月29日,24时,0,648,-,-,743
2022年1月30日,24时,0,648,-,-,744
2022年1月31日,24时,5,653,-,-,745
2022年2月1日,24时,2,655,-,-,746
2022年2月2日,24时,4,659,-,-,747
2022年2月3日,24时,4,663,-,-,748
2022年2月4日,24时,2,665,-,-,749
2022年2月5日,24时,1,666,-,-,750
2022年2月6日,24时,3,669,-,-,751
2022年2月7日,24时,2,671,-,-,752
2022年2月8日,24时,7,678,-,-,753
2022年2月9日,24时,1,679,-,-,754
2022年2月10日,24时,4,683,-,-,755
2022年2月11日,24时,13,696,-,-,756
2022年2月12日,24时,10,706,-,-,757
2022年2月13日,24时,9,715,-,-,758
2022年2月14日,24时,7,722,-,-,759
2022年2月15日,24时,11,733,-,-,760
2022年2月16日,24时,10,743,-,-,761
2022年2月17日,24时,6,749,-,-,762
2022年2月19日,24时,21,784,-,-,763
2022年2月20日,24时,14,798,-,-,764
2022年2月21日,24时,14,812,-,-,765
2022年2月22日,24时,24,836,-,-,766
2022年2月23日,24时,28,864,-,-,767
2022年2月24日,24时,24,888,-,-,768
2022年2月25日,24时,35,923,-,-,769
2022年2月26日,24时,32,954,-,-,770
2022年2月27日,24时,56,1012,-,-,771
2022年2月28日,24时,54,1066,-,-,772
2022年3月1日,24时,81,1147,-,-,773
2022年3月2日,24时,60,1207,-,-,774
2022年3月3日,24时,118,1325,-,-,775
2022年3月4日,24时,82,1407,-,-,776
2022年3月5日,24时,77,1484,-,-,777
2022年3月6日,24时,53,1537,-,-,778
2022年3月7日,24时,50,1587,-,-,779
2022年3月8日,24时,31,1618,-,-,780
2022年3月9日,24时,35,1653,-,-,781
2022年3月10日,24时,45,1698,-,-,782
2022年3月11日,24时,48,1746,-,-,783
2022年3月12日,24时,77,1823,-,-,784
2022年3月13日,24时,101,1924,-,-,785
2022年3月14日,24时,54,1978,-,-,786
2022年3月15日,24时,69,2047,-,-,787
2022年3月16日,24时,83,2130,-,-,788
2022年3月17日,24时,77,2207,-,-,789
2022年3月18日,24时,56,2263,-,-,790
2022年3月19日,24时,69,2332,-,-,791
2022年3月20日,24时,36,2368,-,-,792
2022年3月21日,24时,24,2392,-,-,793
2022年3月22日,24时,16,2408,-,-,794
2022年3月23日,24时,9,2417,-,-,795
2022年3月24日,24时,7,2424,-,-,796
2022年3月25日,24时,4,2428,-,-,797
2022年3月26日,24时,2,2430,-,-,798
2022年3月27日,24时,2,2432,-,-,799
2022年3月28日,24时,5,2437,-,-,800
2022年3月29日,24时,5,2442,-,-,801
2022年3月30日,24时,8,2450,-,-,802
2022年3月31日,24时,0,2450,-,-,803
2022年4月1日,24时,0,2450,-,-,804
2022年4月2日,24时,5,2455,-,-,805
2022年4月3日,24时,3,2458,-,-,806
2022年4月4日,24时,2,2460,-,-,807
2022年4月5日,24时,2,2462,-,-,808
